City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Praia Da Vitoria,PT,2022-05-26 13:08:22,38.7333,-27.0667,69.76,73,78,11.14
295,Hovd,MN,2022-05-26 13:08:22,48.0056,91.6419,74.07,31,100,7.43
296,Tanete,ID,2022-05-26 13:08:22,-3.9443,119.7848,75.22,95,100,3.78
297,Victoria,HK,2022-05-26 13:04:39,22.2855,114.1577,83.17,84,100,8.01
298,Esperance,AU,2022-05-26 13:08:23,-33.8667,121.9,58.71,80,40,4.85
299,Mahibadhoo,MV,2022-05-26 13:08:23,3.7833,72.9667,83.34,72,12,11.83
300,Meulaboh,ID,2022-05-26 13:08:24,4.1363,96.1285,81.32,79,100,6.29
301,Vao,NC,2022-05-26 13:08:24,-22.6667,167.4833,73.62,77,100,9.48
302,Dingle,PH,2022-05-26 13:08:24,10.9995,122.6711,80.67,80,100,0.94
303,Port Blair,IN,2022-05-26 13:08:25,11.6667,92.75,82.87,83,92,16.06
304,Susanville,US,2022-05-26 13:08:25,40.4163,-120.653,46.24,66,0,0.0
305,Vanavara,RU,2022-05-26 13:08:25,60.34,102.2797,47.19,56,58,6.73
306,Cayenne,GF,2022-05-26 13:07:35,4.9333,-52.3333,84.09,1,75,7.0
307,Zeya,RU,2022-05-26 13:08:26,53.75,127.2667,58.75,59,58,5.06
308,Sola,VU,2022-05-26 13:08:26,-13.8833,167.55,80.69,79,33,16.37
309,Arlit,NE,2022-05-26 13:08:26,18.7369,7.3853,106.48,10,31,1.39
310,Port Lincoln,AU,2022-05-26 13:08:27,-34.7333,135.8667,57.07,81,1,5.46
311,Sogne,NO,2022-05-26 13:08:27,58.0833,7.8167,59.16,56,31,22.95
312,Caravelas,BR,2022-05-26 13:08:27,-17.7125,-39.2481,79.02,56,4,10.31
313,Saint Anthony,US,2022-05-26 13:09:28,45.0205,-93.218,49.17,89,100,11.5
314,Zhangye,CN,2022-05-26 13:09:28,38.9342,100.4517,74.86,22,100,5.26
315,Urubamba,PE,2022-05-26 13:09:29,-13.3047,-72.1158,52.7,61,99,2.17
316,Torbay,CA,2022-05-26 13:09:29,47.6666,-52.7314,57.88,55,4,16.15
317,Erenhot,CN,2022-05-26 13:05:19,43.6475,111.9767,70.88,12,0,6.58
318,Zonguldak,TR,2022-05-26 13:09:29,41.25,31.8333,74.25,48,0,6.67
319,Mbini,GQ,2022-05-26 13:09:30,1.574,9.6134,78.89,81,99,9.55
320,Sioux Lookout,CA,2022-05-26 13:09:30,50.1001,-91.917,46.47,93,75,5.75
321,Krasnokamensk,RU,2022-05-26 13:09:28,50.0979,118.0369,66.25,21,98,6.73
322,Saldanha,ZA,2022-05-26 13:09:31,-33.0117,17.9442,63.19,84,62,9.26
323,Vestmannaeyjar,IS,2022-05-26 13:09:31,63.4427,-20.2734,50.99,71,75,16.11
324,Ipixuna,BR,2022-05-26 13:09:31,-1.7625,-48.8043,82.9,65,99,5.14
325,Susangerd,IR,2022-05-26 13:09:32,31.5608,48.1831,100.09,7,0,21.18
326,Alvaraes,BR,2022-05-26 13:09:32,-3.2208,-64.8042,84.07,79,86,4.32
327,Mayo,US,2022-05-26 13:09:32,38.8876,-76.5119,64.18,85,100,5.75
328,Lopsmarka,NO,2022-05-26 13:09:33,67.3134,14.4493,57.09,69,40,19.57
329,Baturaja,ID,2022-05-26 13:09:33,-4.1333,104.1667,75.34,91,86,0.69
330,Bengkulu,ID,2022-05-26 13:09:33,-3.8004,102.2655,79.52,81,88,6.04
331,Codrington,AU,2022-05-26 13:09:34,-38.2667,141.9667,51.66,91,6,5.06
332,Finca Blanco,PA,2022-05-26 13:09:34,8.3833,-82.8667,76.98,86,96,2.39
333,Oktyabrskiy,RU,2022-05-26 13:09:34,54.4815,53.471,54.84,55,60,10.42
334,Tuatapere,NZ,2022-05-26 13:09:35,-46.1333,167.6833,39.79,91,1,3.47
335,Emiliano Zapata,MX,2022-05-26 13:09:35,18.8333,-99.1833,70.66,68,40,0.0
336,Villazon,BO,2022-05-26 13:09:35,-22.0866,-65.5942,41.34,78,96,8.25
337,Chokurdakh,RU,2022-05-26 13:09:36,70.6333,147.9167,25.14,84,49,5.77
338,Mount Gambier,AU,2022-05-26 13:09:36,-37.8333,140.7667,49.91,100,100,2.3
339,Nisia Floresta,BR,2022-05-26 13:09:36,-6.0911,-35.2086,83.21,70,39,14.34
340,Taltal,CL,2022-05-26 13:09:37,-25.4,-70.4833,61.5,68,84,2.3
341,Ginir,ET,2022-05-26 13:09:37,7.1333,40.7,74.68,41,100,9.1
342,Hohhot,CN,2022-05-26 13:09:37,40.8106,111.6522,65.46,16,0,8.21
343,Ueckermunde,DE,2022-05-26 13:09:38,53.7379,14.0447,70.56,45,0,17.27
344,Yanam,IN,2022-05-26 13:09:38,16.7333,82.2167,80.82,70,100,4.29
345,Luanda,AO,2022-05-26 13:09:38,-8.8368,13.2343,78.8,69,20,8.05
346,Areosa,PT,2022-05-26 13:09:39,41.7178,-8.8571,71.62,56,10,10.42
347,Suntar,RU,2022-05-26 13:09:39,62.1444,117.6319,41.27,67,70,5.64
348,Tolbazy,RU,2022-05-26 13:09:39,54.0241,55.8825,57.07,49,50,6.24
349,Beringovskiy,RU,2022-05-26 13:09:40,63.05,179.3167,37.99,86,25,7.96
350,Rafraf,TN,2022-05-26 13:09:40,37.1904,10.1837,77.31,78,100,10.98
351,Purranque,CL,2022-05-26 13:09:40,-40.9167,-73.1667,33.28,89,92,3.62
352,Saint-Joseph,RE,2022-05-26 13:09:41,-21.3667,55.6167,77.38,75,26,0.13
353,Kavieng,PG,2022-05-26 13:09:41,-2.5744,150.7967,81.19,70,100,5.77
354,Amapa,BR,2022-05-26 13:09:41,1.0,-52.0,77.65,93,63,1.39
355,Nome,US,2022-05-26 13:09:42,64.5011,-165.4064,35.67,100,100,6.91
356,Isangel,VU,2022-05-26 13:09:42,-19.55,169.2667,74.79,86,5,5.01
357,Sao Joao Do Piaui,BR,2022-05-26 13:09:42,-8.3581,-42.2467,81.64,53,99,13.49
358,Zamora,EC,2022-05-26 13:09:43,-4.0692,-78.9567,67.84,98,98,2.42
359,Pirovskoye,RU,2022-05-26 13:10:43,57.6267,92.2658,63.18,47,65,4.36
360,Provideniya,RU,2022-05-26 13:10:43,64.3833,-173.3,34.45,89,100,5.88
361,Prata,BR,2022-05-26 13:10:44,-19.3072,-48.9242,73.42,49,15,12.41
362,Soyo,AO,2022-05-26 13:10:44,-6.1349,12.3689,79.47,70,46,8.81
363,Celestun,MX,2022-05-26 13:10:44,20.8667,-90.4,79.34,82,100,9.37
364,Ghanzi,BW,2022-05-26 13:10:45,-21.5667,21.7833,81.81,12,0,6.98
365,Piacabucu,BR,2022-05-26 13:10:45,-10.4056,-36.4344,78.67,82,46,16.55
366,Polson,US,2022-05-26 13:10:45,47.6936,-114.1632,46.22,61,97,1.41
367,Taoudenni,ML,2022-05-26 13:10:46,22.6783,-3.9836,107.37,11,0,10.09
368,Iseyin,NG,2022-05-26 13:10:46,7.9667,3.6,85.91,60,98,5.53
369,Novopokrovka,UA,2022-05-26 13:10:46,49.8425,36.5477,54.45,88,100,15.73
370,Lubao,PH,2022-05-26 13:10:47,14.9167,120.55,84.27,79,88,5.08
371,Beloha,MG,2022-05-26 13:07:19,-25.1667,45.05,75.67,64,18,13.76
372,Whitehorse,CA,2022-05-26 13:06:26,60.7161,-135.0538,35.82,65,100,1.99
373,Bure,ET,2022-05-26 13:10:47,10.7,37.0667,78.08,32,100,7.92
374,Mareeba,AU,2022-05-26 13:10:48,-17.0,145.4333,65.44,93,15,1.28
375,Badiraguato,MX,2022-05-26 13:10:48,25.3667,-107.5167,62.71,47,0,2.24
376,Mildura,AU,2022-05-26 13:10:48,-34.2,142.15,57.07,92,76,9.04
377,Batticaloa,LK,2022-05-26 13:10:49,7.7102,81.6924,86.4,69,93,5.95
378,Bilibino,RU,2022-05-26 13:10:49,68.0546,166.4372,49.14,58,100,0.83
379,Guangyuan,CN,2022-05-26 13:10:49,32.442,105.823,71.04,82,100,3.02
380,Bardiyah,LY,2022-05-26 13:10:50,31.7561,25.0865,81.27,38,0,9.28
381,Carauari,BR,2022-05-26 13:10:50,-4.8828,-66.8958,77.74,90,33,2.39
382,Mandera,KE,2022-05-26 13:10:50,3.9366,41.867,92.98,34,98,17.11
383,Soure,BR,2022-05-26 13:06:36,-0.7167,-48.5233,79.05,84,95,8.84
384,Abonnema,NG,2022-05-26 13:10:51,4.7084,6.7931,82.04,76,100,7.52
385,Baruun-Urt,MN,2022-05-26 13:10:51,46.6806,113.2792,65.71,19,1,5.75
386,Lebu,CL,2022-05-26 13:10:51,-37.6167,-73.65,44.64,80,94,15.7
387,Gobabis,NA,2022-05-26 13:10:52,-22.45,18.9667,79.68,12,0,3.36
388,Quang Ngai,VN,2022-05-26 13:10:52,15.1167,108.8,78.42,91,100,7.36
389,Aragarcas,BR,2022-05-26 13:10:52,-15.8975,-52.2508,77.63,38,19,6.67
390,Aldan,RU,2022-05-26 13:10:53,58.6031,125.3894,37.29,93,100,3.76
391,Luwuk,ID,2022-05-26 13:10:53,-0.9516,122.7875,79.21,89,100,2.64
392,Harper,LR,2022-05-26 13:10:53,4.375,-7.7169,81.93,70,98,7.09
393,Tomatlan,MX,2022-05-26 13:10:54,19.9333,-105.25,69.75,88,0,3.85
394,Fort Saint James,CA,2022-05-26 13:10:54,54.4333,-124.25,39.13,94,49,2.28
395,Buin,CL,2022-05-26 13:10:54,-33.7333,-70.75,57.06,68,99,0.04
396,Ucluelet,CA,2022-05-26 13:10:28,48.9329,-125.5528,47.08,92,100,3.78
397,Sukumo,JP,2022-05-26 13:10:55,32.9333,132.7333,65.01,94,100,5.1
398,Velizh,RU,2022-05-26 13:10:55,55.6056,31.1967,48.54,97,100,7.7
399,Batagay,RU,2022-05-26 13:10:55,67.6333,134.6333,33.17,73,85,10.07
400,Chernyshevskiy,RU,2022-05-26 13:10:56,63.0128,112.4714,38.34,57,99,10.22
401,Shirgaon,IN,2022-05-26 13:10:56,19.7,72.7,86.2,65,24,12.3
402,Todos Santos,MX,2022-05-26 13:10:56,23.45,-110.2167,66.7,75,0,7.47
403,Sena Madureira,BR,2022-05-26 13:10:57,-9.0656,-68.6569,78.73,68,93,2.33
404,Hobyo,SO,2022-05-26 13:10:57,5.3505,48.5268,83.16,71,100,28.5
405,El Dorado,US,2022-05-26 13:10:57,38.7666,-120.5177,69.66,48,6,3.0
406,Biskamzha,RU,2022-05-26 13:10:58,53.4497,89.5272,68.2,52,1,8.05
407,Ust-Karsk,RU,2022-05-26 13:11:58,52.7011,118.8077,64.4,30,100,5.23
408,Coleraine,GB,2022-05-26 13:11:55,55.1333,-6.6667,57.11,67,55,22.79
409,Vila Do Maio,CV,2022-05-26 13:11:59,15.1333,-23.2167,72.23,79,51,12.73
410,Banda Aceh,ID,2022-05-26 13:11:59,5.5577,95.3222,82.2,79,100,10.63
411,Biltine,TD,2022-05-26 13:11:59,14.5333,20.9167,103.98,6,34,14.7
412,Opuwo,NA,2022-05-26 13:12:00,-18.0607,13.84,82.15,15,1,12.86
413,Pavlodar,KZ,2022-05-26 13:12:00,52.3,76.95,89.4,18,0,4.47
414,Iraquara,BR,2022-05-26 13:12:00,-12.2486,-41.6194,73.65,60,37,13.62
415,Longyearbyen,SJ,2022-05-26 13:12:01,78.2186,15.6401,40.84,81,0,4.61
416,Tiarei,PF,2022-05-26 13:12:01,-17.5333,-149.3333,73.42,73,2,14.14
417,Urumqi,CN,2022-05-26 13:12:01,43.801,87.6005,81.55,32,20,13.42
418,Laguna,US,2022-05-26 13:12:02,38.421,-121.4238,68.09,68,0,9.22
419,Sinnamary,GF,2022-05-26 13:12:02,5.3833,-52.95,79.56,85,100,8.72
420,Novovarshavka,RU,2022-05-26 13:12:03,54.1721,74.6946,83.97,26,0,10.76
421,Lyubim,RU,2022-05-26 13:12:03,58.3625,40.6843,58.42,40,91,6.89
422,Zunyi,CN,2022-05-26 13:12:04,27.6867,106.9072,65.12,96,100,3.33
423,Labrea,BR,2022-05-26 13:12:04,-7.2586,-64.7981,83.3,67,47,3.29
424,Los Llanos De Aridane,ES,2022-05-26 13:12:04,28.6585,-17.9182,69.55,79,75,6.91
425,Ormara,PK,2022-05-26 13:12:05,25.2088,64.6357,83.57,88,6,17.2
426,Mbala,ZM,2022-05-26 13:12:05,-8.8402,31.3659,75.15,43,14,2.15
427,Roebourne,AU,2022-05-26 13:12:05,-20.7833,117.1333,77.16,69,67,1.95
428,Carutapera,BR,2022-05-26 13:12:06,-1.195,-46.02,83.03,68,25,6.38
429,La Roche-Sur-Yon,FR,2022-05-26 13:07:51,46.6667,-1.4333,64.67,68,100,5.75
430,Moose Factory,CA,2022-05-26 13:12:06,51.2585,-80.6094,45.59,98,100,6.69
431,Oranjestad,AW,2022-05-26 13:12:07,12.524,-70.027,80.82,84,91,24.32
432,Honiara,SB,2022-05-26 13:10:31,-9.4333,159.95,78.13,88,96,2.86
433,El Reno,US,2022-05-26 13:10:39,35.5323,-97.955,58.21,82,75,12.66
434,Korgen,NO,2022-05-26 13:12:07,66.0771,13.8153,61.18,61,16,3.94
435,Sao Joao Da Barra,BR,2022-05-26 13:12:07,-21.6403,-41.0511,73.49,71,47,7.54
436,Manavgat,TR,2022-05-26 13:12:08,36.7867,31.4431,78.58,60,2,8.32
437,Salamanca,ES,2022-05-26 13:12:08,40.8333,-6.0,74.98,28,14,16.4
438,Meadow Lake,US,2022-05-26 13:11:48,34.8014,-106.5436,59.47,30,0,2.3
439,Aswan,EG,2022-05-26 13:12:09,24.0934,32.907,101.07,8,0,12.41
440,Tabuk,PH,2022-05-26 13:12:09,17.4189,121.4443,77.45,90,100,3.94
441,Ranong,TH,2022-05-26 13:12:09,9.9658,98.6348,80.98,85,99,11.56
442,Nuuk,GL,2022-05-26 13:12:10,64.1835,-51.7216,32.61,93,100,15.01
443,Ust-Kulom,RU,2022-05-26 13:12:10,61.6864,53.6902,44.76,89,100,5.99
444,Innisfail,AU,2022-05-26 13:12:10,-17.5333,146.0333,67.42,90,2,3.67
445,Biak,ID,2022-05-26 13:12:11,-0.9131,122.8766,77.92,85,100,2.1
446,Baisha,CN,2022-05-26 13:12:11,26.5222,110.9311,67.24,99,100,2.1
447,Bondoukou,CI,2022-05-26 13:12:11,8.0333,-2.8,88.41,53,43,4.21
448,Baykit,RU,2022-05-26 13:12:12,61.67,96.37,51.93,58,97,7.23
449,San Patricio,US,2022-05-26 13:12:12,28.017,-97.5169,76.86,79,0,2.86
450,Turangi,NZ,2022-05-26 13:12:12,-39.0,175.9333,38.68,89,45,3.4
451,Kanker,IN,2022-05-26 13:12:13,20.2719,81.4931,91.29,31,54,13.91
452,Santa Maria Del Oro,MX,2022-05-26 13:13:13,25.9333,-105.3667,66.09,20,0,2.89
453,Hualmay,PE,2022-05-26 13:13:13,-11.0964,-77.6139,64.15,81,100,5.21
454,Shellbrook,CA,2022-05-26 13:13:14,53.2168,-106.4011,49.89,86,97,5.91
455,Kahului,US,2022-05-26 13:13:14,20.8947,-156.47,73.85,71,75,11.5
456,Belaya Gora,RU,2022-05-26 13:13:14,68.5333,146.4167,37.49,61,99,12.84
457,Jerez,GT,2022-05-26 13:13:15,14.1,-89.75,70.25,100,0,0.0
458,Owase,JP,2022-05-26 13:13:15,34.0667,136.2,68.36,97,100,9.04
459,Pirgos,GR,2022-05-26 13:13:15,35.1167,25.7178,79.3,47,0,2.84
460,Tura,IN,2022-05-26 13:13:16,25.5198,90.2201,74.28,84,7,3.87
461,Bogo,PH,2022-05-26 13:13:16,11.0517,124.0055,79.29,84,100,7.02
462,Harrison,US,2022-05-26 13:13:17,30.4091,-89.0436,71.06,96,100,13.8
463,Tiznit,MA,2022-05-26 13:13:17,29.5833,-9.5,88.99,19,54,9.19
464,Luderitz,NA,2022-05-26 13:13:17,-26.6481,15.1594,70.07,53,0,10.36
465,Itaituba,BR,2022-05-26 13:12:01,-4.2761,-55.9836,83.8,62,95,4.32
466,Jaca,ES,2022-05-26 13:13:18,42.569,-0.5499,79.02,46,0,5.46
467,Lapeer,US,2022-05-26 13:13:18,43.0514,-83.3188,69.8,94,100,11.5
468,Sangar,RU,2022-05-26 13:13:18,63.9242,127.4739,41.5,67,100,2.66
469,Alofi,NU,2022-05-26 13:13:19,-19.0595,-169.9187,79.07,77,92,10.69
470,Grindavik,IS,2022-05-26 13:13:19,63.8424,-22.4338,50.47,66,75,20.71
471,Adrar,MR,2022-05-26 13:13:19,20.5022,-10.0711,100.42,21,0,18.23
472,Belmonte,BR,2022-05-26 13:13:20,-15.8631,-38.8828,75.72,77,39,13.56
473,Broome,US,2022-05-26 13:13:20,42.2506,-75.833,63.86,49,0,13.8
474,Camacha,PT,2022-05-26 13:13:20,33.0833,-16.3333,67.42,60,40,11.5
475,Yar-Sale,RU,2022-05-26 13:13:21,66.8333,70.8333,52.41,52,100,13.94
476,Collie,AU,2022-05-26 13:13:21,-33.3667,116.15,51.57,75,42,3.85
477,Agirish,RU,2022-05-26 13:13:21,61.9247,63.0231,66.07,42,100,9.53
478,Kavaratti,IN,2022-05-26 13:13:22,10.5669,72.642,83.25,76,100,11.12
479,Amga,RU,2022-05-26 13:13:22,60.8953,131.9608,33.01,93,10,3.09
480,Rio Gallegos,AR,2022-05-26 13:13:22,-51.6226,-69.2181,37.45,81,0,24.16
481,Margate,GB,2022-05-26 13:13:23,51.3813,1.3862,67.69,67,100,1.99
482,Goba,ET,2022-05-26 13:13:23,7.0167,39.9833,62.31,58,96,5.68
483,Bairiki,KI,2022-05-26 13:13:23,1.3292,172.9752,80.6,78,20,6.91
484,Gazanjyk,TM,2022-05-26 13:13:24,39.2446,55.5154,69.31,41,100,19.91
485,Riyadh,SA,2022-05-26 13:08:48,24.6877,46.7219,102.34,7,1,9.17
486,Santa Maria,BR,2022-05-26 13:13:24,-29.6842,-53.8069,63.97,97,100,3.36
487,Spassk-Ryazanskiy,RU,2022-05-26 13:13:25,54.4072,40.3806,64.45,60,100,8.61
488,Zemio,CF,2022-05-26 13:13:25,5.0314,25.1361,92.73,34,29,4.18
489,Cockburn Town,TC,2022-05-26 13:12:34,21.4612,-71.1419,79.14,70,15,15.03
490,Chapais,CA,2022-05-26 13:13:25,49.7834,-74.8492,50.31,85,100,9.57
491,Causapscal,CA,2022-05-26 13:13:26,48.3542,-67.227,56.66,48,100,1.05
492,Abalak,RU,2022-05-26 13:13:26,58.1286,68.5944,78.08,42,44,10.18
493,Surab,PK,2022-05-26 13:13:26,28.4914,66.2585,90.0,11,7,15.73
494,Cowra,AU,2022-05-26 13:13:27,-33.8333,148.6833,50.94,88,55,2.86
495,Dunedin,NZ,2022-05-26 13:11:50,-45.8742,170.5036,44.8,60,0,4.0
496,Buala,SB,2022-05-26 13:13:27,-8.145,159.5921,79.14,84,87,1.07
497,Dalvik,IS,2022-05-26 13:13:27,65.9702,-18.5286,41.14,99,100,10.4
498,Newport,GB,2022-05-26 13:11:45,51.5877,-2.9984,65.82,74,100,21.05
499,Wiarton,CA,2022-05-26 13:14:28,44.7407,-81.1332,64.96,97,100,18.21
500,Tanda,IN,2022-05-26 13:14:28,26.55,82.65,98.51,18,0,8.28
501,Nantucket,US,2022-05-26 13:14:29,41.2835,-70.0995,59.14,79,0,11.5
502,Boldumsaz,TM,2022-05-26 13:14:29,42.1282,59.671,76.95,20,94,13.58
503,Kuyanovo,RU,2022-05-26 13:14:29,55.8014,54.5372,55.4,56,91,7.81
504,Lugazi,UG,2022-05-26 13:14:29,0.3772,32.9197,77.7,54,99,4.18
505,Kosh-Agach,RU,2022-05-26 13:14:30,50.0,88.6667,61.03,59,100,6.62
506,Zhengjiatun,CN,2022-05-26 13:14:30,43.5064,123.5064,53.73,90,100,1.63
507,Khor,RU,2022-05-26 13:14:30,47.8861,134.9464,58.62,85,100,13.58
508,Quatre Cocos,MU,2022-05-26 13:14:31,-20.2078,57.7625,78.91,67,8,8.12
509,Louis Trichardt,ZA,2022-05-26 13:14:31,-23.0439,29.9032,84.09,12,0,4.41
510,Qaqortoq,GL,2022-05-26 13:14:31,60.7167,-46.0333,38.91,61,97,6.69
511,Jiwani,PK,2022-05-26 13:14:32,25.05,61.7417,87.55,73,0,12.15
512,Shafranovo,RU,2022-05-26 13:14:32,53.9667,54.7667,55.56,48,77,8.77
513,Arrifes,PT,2022-05-26 13:14:33,37.7667,-25.7,62.85,77,75,11.5
514,Berlevag,NO,2022-05-26 13:14:34,70.8578,29.0864,53.4,66,10,17.27
515,Wilmington,US,2022-05-26 13:13:56,34.2257,-77.9447,68.0,90,100,0.0
516,Plettenberg Bay,ZA,2022-05-26 13:14:34,-34.0527,23.3716,62.47,79,67,6.22
517,Verkhnevilyuysk,RU,2022-05-26 13:14:34,63.4453,120.3167,42.26,56,51,7.05
518,Businga,CD,2022-05-26 13:14:35,3.3333,20.8833,91.2,43,87,0.63
519,Keighley,GB,2022-05-26 13:14:35,53.8679,-1.9066,60.89,38,75,23.02
520,Flin Flon,CA,2022-05-26 13:14:35,54.7682,-101.865,47.79,88,100,8.21
521,Luganville,VU,2022-05-26 13:14:36,-15.5333,167.1667,78.26,85,42,7.45
522,Patiya,BD,2022-05-26 13:14:36,22.2931,91.9762,80.69,80,1,4.43
523,Severnyy,RU,2022-05-26 13:14:37,50.677,36.5532,53.64,76,75,20.13
524,Souillac,MU,2022-05-26 13:14:37,-20.5167,57.5167,79.18,65,20,5.75
525,Sterling,US,2022-05-26 13:14:03,39.0062,-77.4286,64.94,80,100,7.0
526,Kodinsk,RU,2022-05-26 13:14:37,58.6881,99.1844,51.84,73,22,6.08
527,Ilhabela,BR,2022-05-26 13:14:38,-23.7781,-45.3581,76.64,56,0,2.01
528,The Valley,AI,2022-05-26 13:09:52,18.217,-63.0578,83.82,69,20,13.8
529,Birao,CF,2022-05-26 13:14:38,10.2849,22.7882,101.82,20,61,4.0
530,Rio Claro,BR,2022-05-26 13:14:38,-22.4114,-47.5614,69.51,54,1,7.52
531,Skegness,GB,2022-05-26 13:14:39,53.1436,0.3363,65.34,81,100,21.05
532,Virginia Beach,US,2022-05-26 13:13:02,36.8529,-75.978,66.06,92,100,8.86
533,Phuthaditjhaba,ZA,2022-05-26 13:14:39,-28.5242,28.8158,65.14,25,0,8.05
534,Bograd,RU,2022-05-26 13:14:40,54.2344,90.8328,63.82,42,0,8.75
535,Berbera,SO,2022-05-26 13:14:40,10.4396,45.0143,90.45,59,29,5.91
536,Namie,JP,2022-05-26 13:14:40,37.4833,141.0,66.72,81,100,11.81
537,Port Stanley,FK,2022-05-26 13:11:03,-51.7,-57.85,39.49,82,100,19.75
538,Pankovka,RU,2022-05-26 13:14:41,58.5,31.1999,51.73,89,100,2.68
539,Garowe,SO,2022-05-26 13:14:41,8.4054,48.4845,99.01,21,100,9.53
540,Manokwari,ID,2022-05-26 13:14:41,-0.8667,134.0833,79.95,80,79,7.34
541,Olafsvik,IS,2022-05-26 13:14:42,64.8945,-23.7142,45.61,80,97,19.17
542,Vila Velha,BR,2022-05-26 13:14:42,-20.3297,-40.2925,75.15,95,75,4.61
543,Ust-Ishim,RU,2022-05-26 13:14:42,57.6935,71.1665,79.23,41,78,10.27
544,Kalakamati,BW,2022-05-26 13:14:43,-20.5929,27.3121,82.06,13,0,7.18
545,Wanxian,CN,2022-05-26 13:14:43,30.8039,108.3897,69.93,88,100,2.15
546,Oyama,JP,2022-05-26 13:15:43,36.3,139.8,73.58,67,100,8.21
547,Pangnirtung,CA,2022-05-26 13:15:44,66.1451,-65.7125,19.4,58,75,11.5
548,Vestmanna,FO,2022-05-26 13:15:44,62.1564,-7.1664,41.92,93,75,9.22
549,Tshikapa,CD,2022-05-26 13:15:44,-6.4167,20.8,92.01,36,13,1.7
550,Phan Thiet,VN,2022-05-26 13:14:23,10.9333,108.1,78.98,80,99,5.73
551,Redmond,US,2022-05-26 13:14:36,47.674,-122.1215,53.49,87,100,0.81
552,Cortez,US,2022-05-26 13:15:45,37.3489,-108.5859,51.03,49,0,6.91
553,Candido Mendes,BR,2022-05-26 13:15:45,-1.4467,-45.7167,83.73,64,8,5.26
554,Ust-Omchug,RU,2022-05-26 13:15:46,61.15,149.6333,34.86,99,100,2.48
555,San Marcos,US,2022-05-26 13:15:46,33.1434,-117.1661,59.77,90,100,3.44
556,Maridi,SS,2022-05-26 13:15:46,4.9158,29.4742,89.46,37,94,3.91
557,Leonidovo,RU,2022-05-26 13:15:47,49.2833,142.8667,44.47,98,100,0.98
558,Port Augusta,AU,2022-05-26 13:15:47,-32.5,137.7667,55.99,86,6,4.0
559,Nsanje,MW,2022-05-26 13:15:47,-16.92,35.262,88.74,33,0,5.03
560,Caraquet,CA,2022-05-26 13:15:48,47.7941,-64.9386,55.94,51,100,3.87
